Worker ID,Skill Category,Skill Level,Years of Experience,Current Task Assigned,Shift Availability,Performance Rating,Certifications,Task Skills Required,Task Priority,Workload per Shift
194,Mechanical Assembly,Medium,8,Final Testing,Evening,3.8,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
195,Soldering,Medium,2,Final Testing,Night,3.3,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
196,BMS Integration,High,3,Final Testing,Night,4.5,Mechanical Technician,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
197,Packaging,Medium,4,Module Assembly,Night,4.5,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
198,Automation,Medium,8,Cell Assembly,Night,4.6,Quality Control Certified,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
199,Robotics,High,8,Cell Assembly,Morning,4.9,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
200,Quality Inspection,Medium,1,Final Testing,Morning,4,Mechanical Technician,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
201,Welding,Medium,7,Pack Assembly,Evening,4.7,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
202,Automation,High,3,Cell Assembly,Morning,4.1,None,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
203,Quality Inspection,High,4,Final Testing,Flexible,3.5,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
204,Soldering,High,5,Pack Assembly,Flexible,4.9,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
205,BMS Integration,High,8,Final Testing,Night,3.4,Mechanical Technician,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
206,Packaging,Low,6,Cell Assembly,Evening,3.3,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
207,BMS Integration,High,6,Module Assembly,Evening,3.3,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
208,Mechanical Assembly,Medium,3,Pack Assembly,Flexible,4.8,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
209,Soldering,Medium,7,Final Testing,Evening,4.3,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
210,Robotics,Low,6,Module Assembly,Flexible,5,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
211,Electrical Wiring,Low,5,Final Testing,Night,4.8,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
212,Soldering,Low,5,Cell Assembly,Morning,4.1,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
213,BMS Integration,Medium,7,Module Assembly,Morning,3.8,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
214,Electrical Wiring,Medium,1,Final Testing,Flexible,4,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
215,Mechanical Assembly,High,2,Cell Assembly,Evening,3.7,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
216,Automation,High,1,Cell Assembly,Morning,4.7,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
217,Welding,Medium,7,Cell Assembly,Evening,4.4,Certified Welder,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
218,Welding,Medium,8,Module Assembly,Flexible,4.6,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
219,Soldering,Low,3,Cell Assembly,Night,3.8,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
220,Quality Inspection,High,1,Module Assembly,Evening,4.1,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
221,Soldering,High,3,Final Testing,Evening,5,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
222,BMS Integration,Medium,7,Pack Assembly,Flexible,3.9,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
223,Soldering,Medium,7,Module Assembly,Flexible,3.9,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
224,Quality Inspection,High,6,Pack Assembly,Morning,3.5,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
225,Automation,Low,4,Pack Assembly,Flexible,3,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
226,Robotics,Medium,8,Cell Assembly,Flexible,4,Certified Welder,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
227,Welding,Medium,7,Pack Assembly,Night,4.2,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
228,Electrical Wiring,High,4,Module Assembly,Flexible,4.8,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
229,BMS Integration,Medium,5,Final Testing,Flexible,4.6,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
230,BMS Integration,Low,8,Pack Assembly,Morning,4,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
231,Mechanical Assembly,Low,3,Final Testing,Morning,3.6,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
232,Welding,Medium,7,Module Assembly,Evening,4.6,Mechanical Technician,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
233,Electrical Wiring,High,4,Module Assembly,Morning,3.9,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
234,Quality Inspection,Medium,1,Pack Assembly,Flexible,3.9,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
235,Soldering,Medium,8,Pack Assembly,Evening,4.9,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
236,Welding,High,2,Pack Assembly,Night,4.8,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
237,Packaging,High,5,Pack Assembly,Night,3.9,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
238,Packaging,Low,7,Pack Assembly,Night,4.5,Mechanical Technician,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
239,Quality Inspection,Medium,2,Pack Assembly,Night,3.7,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
240,Automation,High,7,Cell Assembly,Flexible,4.4,Quality Control Certified,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
241,Packaging,High,6,Final Testing,Evening,3.1,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
242,Robotics,Medium,8,Module Assembly,Evening,3.3,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
243,Mechanical Assembly,High,4,Module Assembly,Flexible,4,None,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
244,Welding,Medium,3,Pack Assembly,Flexible,3.5,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
245,Packaging,High,6,Cell Assembly,Evening,4.4,Quality Control Certified,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
246,Welding,Medium,3,Module Assembly,Night,4.3,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
247,Welding,High,6,Module Assembly,Night,3.9,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
248,Welding,Low,1,Cell Assembly,Night,4.8,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
249,Welding,Low,5,Final Testing,Night,4,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
250,BMS Integration,Low,5,Pack Assembly,Night,3.2,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
251,Robotics,High,1,Module Assembly,Flexible,4.3,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
252,Automation,High,2,Cell Assembly,Night,3.4,Mechanical Technician,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
253,Welding,Low,6,Pack Assembly,Morning,3.4,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
254,Quality Inspection,High,2,Final Testing,Evening,3.7,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
255,Soldering,Medium,3,Final Testing,Flexible,3.3,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
256,Mechanical Assembly,Low,6,Module Assembly,Evening,4.7,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
257,Quality Inspection,Medium,3,Pack Assembly,Evening,4.9,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
258,Mechanical Assembly,Low,2,Cell Assembly,Morning,3.5,Quality Control Certified,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
259,Soldering,Low,7,Module Assembly,Flexible,4,Mechanical Technician,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
260,Welding,High,4,Cell Assembly,Night,3,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
261,Soldering,High,7,Cell Assembly,Evening,3.3,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
262,Mechanical Assembly,Medium,3,Pack Assembly,Evening,4.9,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
263,Automation,High,8,Pack Assembly,Evening,3.7,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
264,Welding,High,6,Pack Assembly,Flexible,4.4,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
265,Mechanical Assembly,Medium,6,Cell Assembly,Evening,4.3,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
266,Robotics,High,7,Cell Assembly,Flexible,3,Quality Control Certified,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
267,Robotics,High,5,Pack Assembly,Flexible,3.7,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
268,Packaging,Low,8,Pack Assembly,Night,3.8,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
269,Welding,Low,6,Cell Assembly,Night,4.7,None,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
270,BMS Integration,Medium,3,Final Testing,Flexible,4.4,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
271,Welding,Medium,5,Module Assembly,Evening,3.7,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
272,Packaging,Medium,6,Final Testing,Night,3.1,Mechanical Technician,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
273,Packaging,Medium,4,Cell Assembly,Night,3.6,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
274,Welding,Medium,3,Final Testing,Night,3.3,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
275,Soldering,High,3,Cell Assembly,Flexible,4.9,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
276,Welding,High,5,Pack Assembly,Morning,4.4,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
277,Quality Inspection,High,5,Final Testing,Night,4.1,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
278,Soldering,Low,2,Module Assembly,Night,3.1,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
279,Welding,High,5,Cell Assembly,Night,3.4,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
280,Quality Inspection,Medium,8,Pack Assembly,Morning,4.5,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
281,Quality Inspection,Low,4,Final Testing,Evening,3.5,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
282,Soldering,High,5,Final Testing,Night,4,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
283,Mechanical Assembly,Medium,5,Pack Assembly,Flexible,4.5,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
284,BMS Integration,Low,2,Cell Assembly,Night,4,Certified Welder,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
285,Quality Inspection,High,3,Cell Assembly,Flexible,3.3,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
286,Welding,High,4,Cell Assembly,Morning,4.2,Quality Control Certified,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
287,Welding,High,5,Module Assembly,Morning,3.6,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
288,Robotics,High,1,Pack Assembly,Flexible,4.3,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
289,Packaging,Medium,8,Module Assembly,Evening,4.4,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
290,Electrical Wiring,Low,3,Cell Assembly,Morning,3.3,None,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
291,Automation,Medium,2,Pack Assembly,Evening,3.9,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
292,Soldering,Low,4,Final Testing,Flexible,4.5,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
293,Automation,Medium,2,Pack Assembly,Evening,3.2,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
294,Automation,High,2,Cell Assembly,Night,3.2,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
295,BMS Integration,Medium,1,Module Assembly,Evening,4.6,None,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
296,Mechanical Assembly,Medium,3,Pack Assembly,Morning,4.9,Mechanical Technician,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
297,Welding,Low,7,Pack Assembly,Flexible,3.4,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
298,Soldering,High,3,Final Testing,Flexible,3.4,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
299,Automation,Medium,4,Module Assembly,Morning,4.8,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
300,Quality Inspection,Low,3,Module Assembly,Evening,4.1,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
301,Welding,Low,7,Pack Assembly,Morning,3.9,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
302,BMS Integration,Medium,3,Final Testing,Evening,4.1,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
303,Packaging,Low,8,Module Assembly,Night,4,None,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
304,Welding,Medium,4,Cell Assembly,Evening,4.4,Quality Control Certified,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
305,Packaging,High,4,Module Assembly,Evening,3.4,None,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
306,Electrical Wiring,High,1,Module Assembly,Flexible,3.1,Mechanical Technician,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
307,Electrical Wiring,High,1,Pack Assembly,Evening,3.8,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
308,Quality Inspection,Medium,3,Module Assembly,Flexible,3.5,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
309,Quality Inspection,High,2,Cell Assembly,Morning,4.3,Mechanical Technician,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
310,Mechanical Assembly,High,6,Cell Assembly,Morning,4,Mechanical Technician,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
311,Welding,Low,4,Final Testing,Evening,4.2,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
312,Mechanical Assembly,High,5,Cell Assembly,Flexible,5,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
313,Electrical Wiring,High,2,Final Testing,Evening,4.4,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
314,Mechanical Assembly,Medium,2,Cell Assembly,Flexible,3.8,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
315,Packaging,Low,1,Module Assembly,Flexible,3.5,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
316,Automation,Low,2,Module Assembly,Flexible,3.5,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
317,Mechanical Assembly,Low,7,Final Testing,Evening,4.4,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
318,Robotics,High,3,Final Testing,Flexible,3.1,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
319,Mechanical Assembly,High,7,Pack Assembly,Night,3.9,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
