Worker ID,Skill Category,Skill Level,Years of Experience,Current Task Assigned,Shift Availability,Performance Rating,Certifications
381,Mechanical Assembly,Low,4,Final Testing,Evening,4.7,Electrical Engineer
382,Automation,High,2,Pack Assembly,Evening,3.3,Mechanical Technician
383,Packaging,High,7,Module Assembly,Night,4.2,Certified Welder
384,Electrical Wiring,Low,7,Module Assembly,Night,4,None
385,Robotics,High,6,Final Testing,Night,4.8,Mechanical Technician
386,Electrical Wiring,Low,7,Module Assembly,Flexible,4.1,Quality Control Certified
387,Automation,Low,4,Final Testing,Flexible,4.9,Electrical Engineer
388,Electrical Wiring,Medium,1,Cell Assembly,Night,4.2,Electrical Engineer
389,Mechanical Assembly,Low,4,Final Testing,Evening,3.3,None
390,Robotics,Low,5,Cell Assembly,Night,3.2,Certified Welder
391,Packaging,Low,8,Module Assembly,Flexible,3.9,Mechanical Technician
392,Packaging,Low,2,Pack Assembly,Morning,4.8,Certified Welder
393,Packaging,High,4,Cell Assembly,Morning,3.2,Certified BMS Engineer
394,Quality Inspection,Medium,2,Cell Assembly,Night,4.9,Certified Welder
395,Packaging,Medium,7,Module Assembly,Evening,3.7,Mechanical Technician
396,BMS Integration,Medium,1,Pack Assembly,Flexible,3.4,None
397,Mechanical Assembly,Medium,3,Pack Assembly,Evening,4,None
398,Mechanical Assembly,Low,3,Cell Assembly,Night,3.3,Electrical Engineer
399,Automation,Low,1,Pack Assembly,Morning,4.2,Mechanical Technician
400,Electrical Wiring,Low,3,Module Assembly,Morning,5,Certified BMS Engineer
401,BMS Integration,Medium,6,Cell Assembly,Flexible,3.8,None
402,Electrical Wiring,High,8,Cell Assembly,Evening,4.8,Quality Control Certified
403,Automation,High,2,Cell Assembly,Morning,4.1,Quality Control Certified
404,Soldering,High,7,Final Testing,Morning,3.2,Electrical Engineer
405,Robotics,High,7,Final Testing,Flexible,3,Certified BMS Engineer
406,Mechanical Assembly,Medium,7,Module Assembly,Evening,4.3,Certified Welder
407,Quality Inspection,Low,7,Pack Assembly,Flexible,4.9,Mechanical Technician
408,Mechanical Assembly,Medium,5,Final Testing,Night,3.2,Mechanical Technician
409,Welding,High,7,Pack Assembly,Morning,4.6,Certified BMS Engineer
410,Welding,High,4,Cell Assembly,Night,4.5,Certified BMS Engineer
411,Electrical Wiring,Medium,6,Final Testing,Night,4.9,Electrical Engineer
412,Automation,Low,6,Cell Assembly,Morning,4.6,Certified BMS Engineer
413,Electrical Wiring,Medium,3,Pack Assembly,Night,3.3,Certified Welder
414,Electrical Wiring,Medium,2,Module Assembly,Flexible,3.7,Certified BMS Engineer
415,Electrical Wiring,High,7,Module Assembly,Morning,4,Mechanical Technician
416,Welding,Medium,8,Module Assembly,Night,3.1,Electrical Engineer
417,Electrical Wiring,High,2,Final Testing,Evening,3.5,Certified BMS Engineer
418,Quality Inspection,Low,7,Cell Assembly,Evening,3.7,Mechanical Technician
419,Mechanical Assembly,Medium,2,Final Testing,Morning,3.7,Electrical Engineer
420,Robotics,Medium,7,Cell Assembly,Evening,3.9,Quality Control Certified
421,Quality Inspection,Low,4,Final Testing,Evening,3.7,Certified BMS Engineer
422,Soldering,Low,5,Final Testing,Evening,4.5,Certified BMS Engineer
423,Quality Inspection,Medium,2,Final Testing,Morning,4,Certified BMS Engineer
424,Mechanical Assembly,Medium,1,Pack Assembly,Morning,3.3,Certified Welder
425,Quality Inspection,Medium,4,Cell Assembly,Night,4.8,None
426,Robotics,Medium,5,Final Testing,Morning,4.7,Certified BMS Engineer
427,Quality Inspection,Medium,7,Cell Assembly,Evening,4.7,Quality Control Certified
428,Mechanical Assembly,Medium,7,Cell Assembly,Evening,3.5,None
429,Mechanical Assembly,Low,3,Cell Assembly,Night,4.6,Electrical Engineer
430,Quality Inspection,Low,7,Module Assembly,Night,3.9,Quality Control Certified
431,Packaging,High,3,Module Assembly,Flexible,3.7,Certified Welder
432,BMS Integration,Low,7,Final Testing,Night,3.2,None
433,Robotics,Low,5,Pack Assembly,Night,4.5,Mechanical Technician
434,Welding,High,4,Module Assembly,Evening,4.2,Mechanical Technician
435,Mechanical Assembly,Low,8,Module Assembly,Night,3.1,Certified BMS Engineer
436,Automation,Medium,2,Final Testing,Morning,4.2,Electrical Engineer
437,Quality Inspection,Medium,2,Module Assembly,Night,4,Certified BMS Engineer
438,Packaging,Medium,6,Final Testing,Flexible,3.8,Electrical Engineer
439,Quality Inspection,Low,6,Final Testing,Flexible,4.9,Quality Control Certified
440,Robotics,Medium,2,Final Testing,Flexible,4.7,Electrical Engineer
441,Packaging,Medium,2,Final Testing,Morning,4.2,Certified BMS Engineer
442,Quality Inspection,High,2,Final Testing,Morning,4.1,Mechanical Technician
443,Soldering,High,1,Pack Assembly,Flexible,4.5,Certified BMS Engineer
444,Mechanical Assembly,Low,2,Final Testing,Flexible,3.1,Certified Welder
445,Packaging,Medium,1,Pack Assembly,Flexible,4.6,Electrical Engineer
446,Mechanical Assembly,High,2,Cell Assembly,Morning,3.5,Certified BMS Engineer
447,Welding,Low,1,Pack Assembly,Flexible,4.4,Certified BMS Engineer
448,Robotics,Low,8,Final Testing,Flexible,4.4,Certified BMS Engineer
449,Packaging,Low,8,Final Testing,Morning,4.2,Mechanical Technician
450,Robotics,Medium,8,Pack Assembly,Night,4.2,Electrical Engineer
451,BMS Integration,Medium,6,Cell Assembly,Night,4.4,Certified Welder
452,Mechanical Assembly,Medium,5,Cell Assembly,Evening,4.9,Certified Welder
453,Quality Inspection,High,7,Cell Assembly,Morning,3.4,None
454,Packaging,Medium,7,Cell Assembly,Flexible,4.4,None
455,Quality Inspection,Low,3,Pack Assembly,Evening,4.8,Quality Control Certified
456,Mechanical Assembly,Medium,7,Pack Assembly,Evening,4.9,Electrical Engineer
457,Electrical Wiring,High,2,Cell Assembly,Morning,4.8,Electrical Engineer
458,Welding,Medium,6,Cell Assembly,Evening,4.4,Certified Welder
459,Welding,Low,3,Final Testing,Morning,4.2,Quality Control Certified
460,Welding,Low,5,Final Testing,Evening,3.2,Electrical Engineer
461,Quality Inspection,Low,3,Pack Assembly,Evening,4.1,Certified Welder
462,Soldering,Medium,1,Final Testing,Flexible,4.6,Quality Control Certified
463,BMS Integration,High,2,Module Assembly,Flexible,4.1,Certified Welder
464,Packaging,Low,2,Final Testing,Morning,3.5,Mechanical Technician
465,Automation,High,6,Cell Assembly,Evening,4.8,Quality Control Certified
466,Packaging,Medium,4,Final Testing,Flexible,3.6,Quality Control Certified
467,Packaging,High,7,Final Testing,Night,4,Certified Welder
468,Welding,Low,7,Pack Assembly,Morning,4.9,Certified BMS Engineer
469,Electrical Wiring,Low,7,Cell Assembly,Evening,3.2,Certified Welder
470,Quality Inspection,High,3,Cell Assembly,Morning,4.6,Certified Welder
471,Automation,High,2,Module Assembly,Morning,3.1,Certified BMS Engineer
472,Packaging,High,6,Final Testing,Morning,3.8,Mechanical Technician
473,Automation,Low,1,Final Testing,Morning,4.5,Certified BMS Engineer
474,Soldering,Medium,5,Final Testing,Evening,4.7,Quality Control Certified
475,Robotics,Medium,7,Pack Assembly,Morning,3.6,Certified Welder
476,Soldering,Medium,4,Module Assembly,Flexible,4.3,None
477,Electrical Wiring,Low,4,Final Testing,Evening,4.4,None
478,Automation,Low,4,Cell Assembly,Morning,3.9,Certified BMS Engineer
479,Mechanical Assembly,Medium,4,Final Testing,Night,4.3,Certified BMS Engineer
480,Mechanical Assembly,Low,5,Pack Assembly,Morning,4.4,None
481,Mechanical Assembly,Low,1,Cell Assembly,Flexible,3.9,Certified Welder
482,Robotics,Medium,6,Pack Assembly,Flexible,3.4,Certified BMS Engineer
483,Welding,Low,3,Module Assembly,Night,4.8,Certified Welder
484,Robotics,High,3,Final Testing,Night,4.6,Certified Welder
485,Welding,Low,7,Module Assembly,Flexible,4.1,Electrical Engineer
486,Automation,High,1,Cell Assembly,Flexible,3.3,Mechanical Technician
487,Soldering,Low,1,Pack Assembly,Morning,3.9,Quality Control Certified
488,Soldering,Low,7,Final Testing,Night,4.3,None
489,Mechanical Assembly,Low,6,Cell Assembly,Morning,3.7,Electrical Engineer
490,Quality Inspection,High,5,Module Assembly,Night,3.7,Electrical Engineer
491,Quality Inspection,High,5,Final Testing,Night,3.9,Quality Control Certified
492,BMS Integration,Medium,2,Final Testing,Flexible,3.5,Electrical Engineer
493,Automation,Medium,7,Module Assembly,Night,4.2,Certified BMS Engineer
494,Packaging,Low,6,Module Assembly,Morning,4.6,None
495,Quality Inspection,High,6,Pack Assembly,Evening,4.5,Quality Control Certified
496,Electrical Wiring,High,2,Pack Assembly,Flexible,4.8,Electrical Engineer
497,Packaging,High,7,Module Assembly,Night,4,Electrical Engineer
498,Robotics,Low,6,Module Assembly,Evening,4,Certified Welder
499,Soldering,Low,4,Final Testing,Night,3.8,Quality Control Certified
500,Soldering,Medium,3,Module Assembly,Evening,3.1,Quality Control Certified
501,Packaging,High,1,Module Assembly,Night,3.7,Certified BMS Engineer
502,Quality Inspection,Medium,4,Cell Assembly,Flexible,3.5,Certified Welder
503,Quality Inspection,Low,8,Module Assembly,Evening,3,Certified Welder
504,Welding,Medium,7,Cell Assembly,Night,4.2,Certified BMS Engineer
505,BMS Integration,Low,7,Module Assembly,Evening,4.3,Electrical Engineer
506,Robotics,Medium,3,Final Testing,Night,3.5,None
507,Robotics,High,7,Cell Assembly,Flexible,3.4,Quality Control Certified
508,Electrical Wiring,High,7,Pack Assembly,Morning,3,Mechanical Technician
509,Soldering,Low,7,Pack Assembly,Evening,3.9,Certified BMS Engineer
510,Soldering,High,6,Final Testing,Evening,3.1,Quality Control Certified
511,Automation,Medium,5,Module Assembly,Morning,3.1,Certified BMS Engineer
512,Robotics,Low,6,Pack Assembly,Night,4.6,Certified BMS Engineer
513,Automation,Medium,3,Pack Assembly,Night,4,Mechanical Technician
514,Automation,Low,8,Module Assembly,Morning,4.1,Electrical Engineer
515,Quality Inspection,High,7,Cell Assembly,Evening,4.9,Mechanical Technician
516,BMS Integration,Low,7,Pack Assembly,Evening,4.9,Quality Control Certified
517,Welding,Low,3,Module Assembly,Night,3.6,None
518,Electrical Wiring,High,5,Cell Assembly,Flexible,3.5,Quality Control Certified
519,Electrical Wiring,Low,6,Pack Assembly,Morning,3.6,Quality Control Certified
520,BMS Integration,High,1,Cell Assembly,Flexible,3.1,Quality Control Certified
521,Automation,High,7,Cell Assembly,Morning,4.3,Certified BMS Engineer
522,BMS Integration,High,4,Pack Assembly,Night,4.3,Mechanical Technician
523,Mechanical Assembly,High,4,Module Assembly,Evening,3.5,Certified BMS Engineer
524,Soldering,Low,6,Module Assembly,Flexible,3.1,None
525,Robotics,Medium,4,Cell Assembly,Night,3.5,None
526,Automation,High,1,Module Assembly,Flexible,3.8,Certified BMS Engineer
527,Packaging,Low,7,Pack Assembly,Evening,3.2,None
528,BMS Integration,High,3,Cell Assembly,Flexible,4.2,Quality Control Certified
529,Automation,High,7,Final Testing,Evening,3.3,Mechanical Technician
530,Packaging,Low,7,Cell Assembly,Evening,4.4,Certified BMS Engineer
531,BMS Integration,Medium,1,Module Assembly,Evening,3.8,Electrical Engineer
532,Automation,High,8,Pack Assembly,Night,4.8,None
533,Automation,Medium,2,Cell Assembly,Flexible,3.6,Quality Control Certified
534,Mechanical Assembly,High,4,Pack Assembly,Morning,4.9,None
535,Quality Inspection,High,4,Pack Assembly,Night,4.3,Certified BMS Engineer
536,Automation,Low,6,Pack Assembly,Evening,4.5,Quality Control Certified
537,Packaging,High,5,Final Testing,Morning,4.4,Certified BMS Engineer
538,Electrical Wiring,High,4,Final Testing,Morning,3.8,None
539,Automation,Medium,4,Pack Assembly,Night,4,Certified Welder
540,BMS Integration,Low,4,Pack Assembly,Night,4.8,None
541,BMS Integration,High,1,Pack Assembly,Evening,4.8,Quality Control Certified
542,Automation,High,5,Final Testing,Night,4.3,Quality Control Certified
543,Robotics,High,3,Cell Assembly,Evening,3.3,Mechanical Technician
544,Packaging,High,6,Cell Assembly,Morning,4,Mechanical Technician
545,Quality Inspection,Medium,7,Cell Assembly,Flexible,4.5,None
546,Automation,High,7,Cell Assembly,Flexible,4,Electrical Engineer
547,Quality Inspection,Low,7,Pack Assembly,Night,3.2,Electrical Engineer
548,Quality Inspection,Low,6,Cell Assembly,Flexible,3.4,None
549,Mechanical Assembly,Low,4,Pack Assembly,Night,3.2,None
550,Robotics,Medium,4,Module Assembly,Morning,4.9,Quality Control Certified
551,Soldering,Low,4,Cell Assembly,Night,5,Quality Control Certified
552,Packaging,High,1,Cell Assembly,Evening,3.6,Mechanical Technician
553,Mechanical Assembly,Medium,5,Module Assembly,Night,4.3,Electrical Engineer
554,Packaging,Medium,7,Pack Assembly,Flexible,4.2,Certified Welder
555,Quality Inspection,Medium,5,Cell Assembly,Night,3.9,Certified BMS Engineer
556,BMS Integration,Medium,6,Cell Assembly,Night,4.8,Mechanical Technician
557,BMS Integration,Medium,4,Pack Assembly,Flexible,4.2,None
558,Mechanical Assembly,Low,8,Module Assembly,Morning,3.8,None
559,Automation,Medium,3,Final Testing,Flexible,3.3,Certified Welder
560,BMS Integration,Low,6,Cell Assembly,Evening,3.6,None
561,Packaging,Medium,5,Cell Assembly,Morning,4.5,Quality Control Certified
562,Welding,Low,8,Module Assembly,Morning,4.6,Certified BMS Engineer
563,Mechanical Assembly,High,4,Cell Assembly,Flexible,4.1,Electrical Engineer
564,Quality Inspection,Low,6,Pack Assembly,Morning,3.7,Electrical Engineer
565,Mechanical Assembly,Low,8,Module Assembly,Evening,3.9,Certified BMS Engineer
566,Welding,Medium,7,Final Testing,Evening,4.4,Mechanical Technician
567,Mechanical Assembly,High,2,Final Testing,Morning,4.7,Electrical Engineer
568,Quality Inspection,Low,7,Pack Assembly,Night,3.6,Mechanical Technician
569,Quality Inspection,Medium,3,Pack Assembly,Morning,3.4,Quality Control Certified
570,Mechanical Assembly,High,2,Pack Assembly,Flexible,4.8,None
571,Welding,Medium,6,Pack Assembly,Evening,4.7,Mechanical Technician
572,Robotics,Medium,4,Pack Assembly,Night,3.4,None
573,Welding,Medium,3,Module Assembly,Night,4.6,Certified Welder
574,Soldering,Medium,8,Module Assembly,Evening,4.1,Mechanical Technician
575,Robotics,Medium,4,Final Testing,Night,3.1,Mechanical Technician
576,Quality Inspection,High,4,Module Assembly,Evening,4,Mechanical Technician
577,Automation,High,6,Module Assembly,Flexible,4.1,Quality Control Certified
578,Soldering,Low,2,Cell Assembly,Morning,3.9,Mechanical Technician
579,Robotics,High,2,Module Assembly,Morning,4.1,None
580,Electrical Wiring,High,8,Module Assembly,Flexible,4.8,Electrical Engineer
581,Robotics,High,4,Cell Assembly,Night,3.4,Quality Control Certified
582,Automation,Medium,1,Module Assembly,Evening,3.1,Electrical Engineer
583,Automation,Medium,5,Cell Assembly,Morning,3.3,Quality Control Certified
584,Welding,High,2,Cell Assembly,Morning,4.8,Certified Welder
585,Robotics,High,7,Cell Assembly,Evening,4.9,Quality Control Certified
586,Welding,High,8,Cell Assembly,Night,4.2,Electrical Engineer
587,Robotics,Medium,6,Final Testing,Night,3.3,Certified Welder
588,Mechanical Assembly,High,2,Module Assembly,Flexible,4.6,Certified BMS Engineer
589,BMS Integration,Medium,7,Cell Assembly,Morning,4.3,Mechanical Technician
590,Mechanical Assembly,High,4,Cell Assembly,Morning,3.2,Mechanical Technician
591,Welding,High,6,Cell Assembly,Morning,3.9,Electrical Engineer
592,Robotics,High,4,Final Testing,Evening,4.7,None
593,Quality Inspection,Low,4,Pack Assembly,Night,4.7,Quality Control Certified
594,Robotics,Low,2,Cell Assembly,Flexible,4.6,Certified BMS Engineer
595,BMS Integration,High,8,Module Assembly,Flexible,3.3,Certified BMS Engineer
596,Welding,Medium,2,Cell Assembly,Morning,4.5,Quality Control Certified
597,Quality Inspection,High,5,Final Testing,Evening,3.8,Quality Control Certified
598,Robotics,Medium,5,Final Testing,Night,4.4,Certified Welder
599,Mechanical Assembly,Medium,2,Final Testing,Night,3.1,Electrical Engineer
600,Packaging,High,1,Pack Assembly,Flexible,3.4,Mechanical Technician
601,Quality Inspection,Low,3,Final Testing,Night,4,Quality Control Certified
602,Soldering,Medium,6,Cell Assembly,Morning,4.8,Certified BMS Engineer
603,Packaging,Medium,8,Final Testing,Evening,4.4,None
604,Robotics,High,8,Cell Assembly,Morning,4.5,Certified Welder
605,Robotics,High,1,Pack Assembly,Morning,4.9,Mechanical Technician
606,Electrical Wiring,Low,1,Cell Assembly,Flexible,3.3,Certified Welder
607,BMS Integration,Medium,7,Pack Assembly,Night,3.9,None
608,Soldering,Low,5,Final Testing,Flexible,4.3,Certified BMS Engineer
609,Mechanical Assembly,Low,3,Pack Assembly,Morning,4.5,Mechanical Technician
610,Mechanical Assembly,Medium,2,Module Assembly,Flexible,3.6,Mechanical Technician
611,Welding,Low,5,Final Testing,Evening,3,Quality Control Certified
612,Automation,High,7,Pack Assembly,Evening,3.8,Quality Control Certified
613,Automation,Medium,3,Module Assembly,Flexible,4.9,Electrical Engineer
614,Robotics,Medium,1,Cell Assembly,Morning,3.8,None
615,Robotics,Medium,3,Module Assembly,Evening,3,Certified Welder
616,Automation,Medium,8,Final Testing,Night,4.4,Quality Control Certified
617,Electrical Wiring,Low,6,Pack Assembly,Night,4.8,Electrical Engineer
618,Mechanical Assembly,High,1,Module Assembly,Evening,4.6,None
619,Soldering,Low,8,Pack Assembly,Flexible,4.9,Electrical Engineer
620,Soldering,High,6,Module Assembly,Flexible,4.1,Certified BMS Engineer
621,Automation,Low,3,Pack Assembly,Night,4.2,Certified BMS Engineer
622,Soldering,High,8,Final Testing,Morning,4.2,Mechanical Technician
623,Soldering,High,6,Pack Assembly,Evening,4.1,Mechanical Technician
624,Electrical Wiring,Low,2,Module Assembly,Flexible,4.3,Electrical Engineer
625,Electrical Wiring,High,1,Cell Assembly,Flexible,3.6,Quality Control Certified
626,BMS Integration,High,7,Module Assembly,Flexible,4.2,Mechanical Technician
627,Packaging,Low,1,Module Assembly,Morning,3.4,Mechanical Technician
628,Soldering,Medium,1,Cell Assembly,Evening,4.8,Electrical Engineer
629,Robotics,High,4,Pack Assembly,Evening,4.3,None
630,Robotics,Medium,5,Pack Assembly,Night,3.5,Certified Welder
631,Robotics,Low,4,Final Testing,Morning,4,Electrical Engineer
632,Soldering,Medium,8,Module Assembly,Morning,4.2,Certified Welder
633,Electrical Wiring,High,3,Cell Assembly,Morning,3,Electrical Engineer
